Source,Target,Weight,Type
Ajar_GrosCalin.1974,Ajar_LaVieDevantSoi.1975,1,undirected
Ajar_GrosCalin.1974,Ajar_Pseudo.1976,6,undirected
Ajar_GrosCalin.1974,Gary_Au-DelàDeCetteLimite.1975,2,undirected
Ajar_GrosCalin.1974,Gary_LeGrandVestiaire.1949,1,undirected
Ajar_LangoisseDuRoiSalomon.1979,Ajar_LaVieDevantSoi.1975,6,undirected
Ajar_LangoisseDuRoiSalomon.1979,Ajar_Pseudo.1976,3,undirected
Ajar_LangoisseDuRoiSalomon.1979,Gary_Au-DelàDeCetteLimite.1975,1,undirected
Ajar_LaVieDevantSoi.1975,Ajar_GrosCalin.1974,1,undirected
Ajar_LaVieDevantSoi.1975,Ajar_LangoisseDuRoiSalomon.1979,6,undirected
Ajar_LaVieDevantSoi.1975,Ajar_Pseudo.1976,2,undirected
Ajar_Pseudo.1976,Ajar_GrosCalin.1974,6,undirected
Ajar_Pseudo.1976,Ajar_LangoisseDuRoiSalomon.1979,3,undirected
Ajar_Pseudo.1976,Ajar_LaVieDevantSoi.1975,2,undirected
Ajar_Pseudo.1976,Gary_Au-DelàDeCetteLimite.1975,5,undirected
Bogat_LesTêtesDeStphanie.1974,Gary_LesClownsLyriques.1979,3,undirected
Bogat_LesTêtesDeStphanie.1974,Gary_LesEnchanteurs.1973,3,undirected
Bogat_LesTêtesDeStphanie.1974,Gary_LesRacinesDuCiel.1956,4,undirected
Bogat_LesTêtesDeStphanie.1974,Grainville_LaDianeRousse.1978,1,undirected
Bogat_LesTêtesDeStphanie.1974,SchwarzBart_LaMulatresse-Solitude.1972,1,undirected
Bogat_LesTêtesDeStphanie.1974,SchwarzBart_LeDernierDesJustes.1959,2,undirected
Bogat_LesTêtesDeStphanie.1974,Sinibaldi_LHommeLaColombe.1958,6,undirected
Bogat_LesTêtesDeStphanie.1974,Vailland_LaLoi.1957,2,undirected
Bogat_LesTêtesDeStphanie.1974,Vailland_LesMauvaisCoups.1948,2,undirected
Gary_Au-DelàDeCetteLimite.1975,Ajar_GrosCalin.1974,2,undirected
Gary_Au-DelàDeCetteLimite.1975,Ajar_LangoisseDuRoiSalomon.1979,1,undirected
Gary_Au-DelàDeCetteLimite.1975,Ajar_Pseudo.1976,5,undirected
Gary_Au-DelàDeCetteLimite.1975,Gary_LaPromesseDlAube.1960,4,undirected
Gary_Au-DelàDeCetteLimite.1975,Gary_LeGrandVestiaire.1949,5,undirected
Gary_LaPromesseDlAube.1960,Gary_Au-DelàDeCetteLimite.1975,4,undirected
Gary_LaPromesseDlAube.1960,Gary_LeGrandVestiaire.1949,1,undirected
Gary_LaPromesseDlAube.1960,Gary_LesEnchanteurs.1973,4,undirected
Gary_LeGrandVestiaire.1949,Ajar_GrosCalin.1974,1,undirected
Gary_LeGrandVestiaire.1949,Gary_Au-DelàDeCetteLimite.1975,5,undirected
Gary_LeGrandVestiaire.1949,Gary_LaPromesseDlAube.1960,1,undirected
Gary_LeGrandVestiaire.1949,Gary_LesClownsLyriques.1979,3,undirected
Gary_LeGrandVestiaire.1949,Gary_LesRacinesDuCiel.1956,1,undirected
Gary_LeGrandVestiaire.1949,Vailland_LesMauvaisCoups.1948,1,undirected
Gary_LesClownsLyriques.1979,Bogat_LesTêtesDeStphanie.1974,3,undirected
Gary_LesClownsLyriques.1979,Gary_LeGrandVestiaire.1949,3,undirected
Gary_LesClownsLyriques.1979,Gary_LesRacinesDuCiel.1956,6,undirected
Gary_LesEnchanteurs.1973,Bogat_LesTêtesDeStphanie.1974,3,undirected
Gary_LesEnchanteurs.1973,Gary_LaPromesseDlAube.1960,4,undirected
Gary_LesEnchanteurs.1973,Gary_LesRacinesDuCiel.1956,1,undirected
Gary_LesRacinesDuCiel.1956,Bogat_LesTêtesDeStphanie.1974,4,undirected
Gary_LesRacinesDuCiel.1956,Gary_LeGrandVestiaire.1949,1,undirected
Gary_LesRacinesDuCiel.1956,Gary_LesClownsLyriques.1979,6,undirected
Gary_LesRacinesDuCiel.1956,Gary_LesEnchanteurs.1973,1,undirected
Gary_LesRacinesDuCiel.1956,Sinibaldi_LHommeLaColombe.1958,3,undirected
Grainville_LaDianeRousse.1978,Bogat_LesTêtesDeStphanie.1974,1,undirected
Grainville_LaDianeRousse.1978,Grainville_LesFlamboyants.1976,6,undirected
Grainville_LaDianeRousse.1978,SchwarzBart_LaMulatresse-Solitude.1972,2,undirected
Grainville_LesFlamboyants.1976,Grainville_LaDianeRousse.1978,6,undirected
Grainville_LesFlamboyants.1976,SchwarzBart_LaMulatresse-Solitude.1972,4,undirected
Grainville_LesFlamboyants.1976,Sinibaldi_LHommeLaColombe.1958,1,undirected
SchwarzBart_LaMulatresse-Solitude.1972,Bogat_LesTêtesDeStphanie.1974,1,undirected
SchwarzBart_LaMulatresse-Solitude.1972,Grainville_LaDianeRousse.1978,2,undirected
SchwarzBart_LaMulatresse-Solitude.1972,Grainville_LesFlamboyants.1976,4,undirected
SchwarzBart_LaMulatresse-Solitude.1972,SchwarzBart_LeDernierDesJustes.1959,6,undirected
SchwarzBart_LeDernierDesJustes.1959,Bogat_LesTêtesDeStphanie.1974,2,undirected
SchwarzBart_LeDernierDesJustes.1959,SchwarzBart_LaMulatresse-Solitude.1972,6,undirected
SchwarzBart_LeDernierDesJustes.1959,Sinibaldi_LHommeLaColombe.1958,2,undirected
Sinibaldi_LHommeLaColombe.1958,Bogat_LesTêtesDeStphanie.1974,6,undirected
Sinibaldi_LHommeLaColombe.1958,Gary_LesRacinesDuCiel.1956,3,undirected
Sinibaldi_LHommeLaColombe.1958,Grainville_LesFlamboyants.1976,1,undirected
Sinibaldi_LHommeLaColombe.1958,SchwarzBart_LeDernierDesJustes.1959,2,undirected
Sinibaldi_LHommeLaColombe.1958,Vailland_LaLoi.1957,1,undirected
Vailland_LaLoi.1957,Bogat_LesTêtesDeStphanie.1974,2,undirected
Vailland_LaLoi.1957,Sinibaldi_LHommeLaColombe.1958,1,undirected
Vailland_LaLoi.1957,Vailland_LesMauvaisCoups.1948,6,undirected
Vailland_LesMauvaisCoups.1948,Bogat_LesTêtesDeStphanie.1974,2,undirected
Vailland_LesMauvaisCoups.1948,Gary_LeGrandVestiaire.1949,1,undirected
Vailland_LesMauvaisCoups.1948,Vailland_LaLoi.1957,6,undirected
